EventID,PhotoID,EventPhotoRank,RandomValue
1116,7402,1000,"-0.984299,7402"
1116,21356,1000,"-0.999875,21356"
1117,6184,1000,"-0.0692406,6184"
1117,3258,1000,"0.394322,3258"
1117,5948,1000,"0.435609,5948"
1117,593,1000,"0.607046,593"
1117,12024,1000,"0.676589,12024"
1117,5743,1000,"-0.930105,5743"
1117,3885,1000,"0.99334,3885"
1118,4019,1000,"0.118774,4019"
1118,341,1000,"-0.749049,341"
1118,172,1000,"0.904387,172"
1118,4669,1000,"-0.932016,4669"
1119,17721,1000,"-0.0863151,17721"
1119,17483,1000,"-0.268277,17483"
1119,17284,1000,"0.884659,17284"
1119,17294,1000,"0.933021,17294"
1120,,,
1121,12048,1000,"0.446119,12048"
1121,6938,1000,"-0.511525,6938"
1121,12145,1000,"-0.622595,12145"
1121,13596,1000,"0.934591,13596"
1121,13831,1000,"-0.999567,13831"
1122,12079,1000,"0.0996934,12079"
1122,845,1000,"-0.4422,845"
1122,11632,1000,"-0.816527,11632"
1123,7469,1000,"-0.572664,7469"
1123,9274,1000,"0.996757,9274"
1124,18282,1000,"0.190483,18282"
1124,19053,1000,"0.214104,19053"
1124,18285,1000,"0.224803,18285"
1124,19052,1000,"0.225513,19052"
1124,19050,1000,"0.248238,19050"
1124,18288,1000,"0.258847,18288"
1124,19049,1000,"0.259551,19049"
1124,19047,1000,"0.282067,19047"
1124,19046,1000,"0.293268,19046"
1124,19045,1000,"0.304429,19045"
1124,15203,1000,"0.952623,15203"
1124,18425,1000,"0.957284,18425"
1124,18424,1000,"0.960601,18424"
1124,18423,1000,"0.963786,18423"
1124,18422,1000,"0.966839,18422"
1125,14767,1000,"0.077788,14767"
1125,12024,1000,"0.676589,12024"
1125,11215,1000,"-0.70337,11215"
1125,18342,1000,"0.779203,18342"
1125,6072,1000,"0.945984,6072"
1126,3417,1000,"0.768602,3417"
1126,15133,1000,"0.872917,15133"
1126,12248,1000,"-0.953573,12248"
1127,3417,1000,"0.768602,3417"
1127,15133,1000,"0.872917,15133"
1127,12248,1000,"-0.953573,12248"
1128,5438,1000,"0.6955,5438"
1128,3417,1000,"0.768602,3417"
1128,12248,1000,"-0.953573,12248"
1128,5492,1000,"0.985565,5492"
1129,4608,1000,"-0.467535,4608"
1129,14954,1000,"-0.858518,14954"
1130,4002,1000,"0.312554,4002"
1130,14955,1000,"-0.852462,14955"
1130,987,1000,"-0.853549,987"
1131,18479,1000,"0.601913,18479"
1131,14955,1000,"-0.852462,14955"
1132,7745,1000,"0.499779,7745"
1132,9482,1000,"-0.809002,9482"
1133,9644,1000,"-0.299763,9644"
1133,11335,1000,"0.58376,11335"
1133,11380,1000,"0.912623,11380"
1133,8449,1000,"-0.989709,8449"
1134,14784,1000,"-0.120665,14784"
1134,14788,1000,"-0.166957,14788"
1134,18481,1000,"0.583071,18481"
1135,10218,1000,"0.125346,10218"
1135,1012,1000,"-0.667144,1012"
1135,6362,1000,"-0.836284,6362"
1135,6357,1000,"-0.866899,6357"
1136,14779,1000,"-0.0624405,14779"
1136,5916,1000,"0.0763789,5916"
1136,18482,1000,"0.573529,18482"
1136,18478,1000,"0.611211,18478"
1136,6530,1000,"0.827365,6530"
1136,6362,1000,"-0.836284,6362"
1137,14778,1000,"-0.0507637,14778"
1137,15071,1000,"0.329732,15071"
1137,9482,1000,"-0.809002,9482"
1137,9490,1000,"-0.860382,9490"
1137,6816,1000,"-0.923752,6816"
1138,6356,1000,"-0.87267,6356"
1138,9765,1000,"0.896023,9765"
1139,8248,1000,"0.797786,8248"
1140,14781,1000,"-0.085767,14781"
1140,9609,1000,"-0.654705,9609"
1140,8245,1000,"0.818446,8245"
1140,8687,1000,"0.876809,8687"
1141,15873,1000,"-0.28706,15873"
1141,15878,1000,"-0.342555,15878"
1141,9586,1000,"-0.832049,9586"
1141,15666,1000,"0.847761,15666"
1141,15133,1000,"0.872917,15133"
1142,22808,1000,"0.27721,22808"
1142,22807,1000,"0.288428,22807"
1142,24206,1000,"0.353839,24206"
1142,24207,1000,"0.364754,24207"
1142,18316,1000,"0.555785,18316"
1142,18317,1000,"0.565469,18317"
1142,18318,1000,"0.575077,18318"
1142,18319,1000,"0.584605,18319"
1142,18320,1000,"0.594054,18320"
1142,18321,1000,"0.603421,18321"
1142,18322,1000,"0.612706,18322"
1142,18323,1000,"0.621907,18323"
1142,18324,1000,"0.631023,18324"
1142,18325,1000,"0.640053,18325"
1142,18326,1000,"0.648995,18326"
1142,22632,1000,"0.718935,22632"
1142,18339,1000,"0.756737,18339"
1142,9319,1000,"0.821444,9319"
1142,18405,1000,"0.998235,18405"
1143,18343,1000,"0.78648,18343"
1143,18344,1000,"0.79365,18344"
1143,18345,1000,"0.800711,18345"
1143,18346,1000,"0.807662,18346"
1143,18347,1000,"0.814503,18347"
1143,18348,1000,"0.821232,18348"
1143,18349,1000,"0.827849,18349"
1143,18350,1000,"0.834353,18350"
1143,18351,1000,"0.840743,18351"
1143,18352,1000,"0.847018,18352"
1144,18390,1000,"0.993278,18390"
1144,18391,1000,"0.994564,18391"
1145,4299,1000,"0.0141356,4299"
1145,2484,1000,"-0.701622,2484"
1145,3107,1000,"-0.978014,3107"
1146,4299,1000,"0.0141356,4299"
1146,2484,1000,"-0.701622,2484"
1146,12432,1000,"0.775252,12432"
1146,2872,1000,"0.823526,2872"
1147,12432,1000,"0.775252,12432"
1147,2874,1000,"0.810033,2874"
1147,2872,1000,"0.823526,2872"
1148,4299,1000,"0.0141356,4299"
1148,2484,1000,"-0.701622,2484"
1148,2872,1000,"0.823526,2872"
1149,1592,1000,"-0.22805,1592"
1149,12432,1000,"0.775252,12432"
1149,2874,1000,"0.810033,2874"
1150,4297,1000,"-0.00925515,4297"
1150,4299,1000,"0.0141356,4299"
1150,2893,1000,"0.66088,2893"
1150,2484,1000,"-0.701622,2484"
1150,2872,1000,"0.823526,2872"
1150,3107,1000,"-0.978014,3107"
1151,1592,1000,"-0.22805,1592"
1151,2484,1000,"-0.701622,2484"
1151,2874,1000,"0.810033,2874"
1152,4297,1000,"-0.00925515,4297"
1152,4299,1000,"0.0141356,4299"
1152,2484,1000,"-0.701622,2484"
1152,2872,1000,"0.823526,2872"
1152,3107,1000,"-0.978014,3107"
1153,4297,1000,"-0.00925515,4297"
1153,1592,1000,"-0.22805,1592"
1153,2893,1000,"0.66088,2893"
1153,2874,1000,"0.810033,2874"
1154,4299,1000,"0.0141356,4299"
1154,2484,1000,"-0.701622,2484"
1154,2874,1000,"0.810033,2874"
1155,4299,1000,"0.0141356,4299"
1155,2484,1000,"-0.701622,2484"
1155,2874,1000,"0.810033,2874"
1156,2874,1000,"0.810033,2874"
1157,4299,1000,"0.0141356,4299"
1157,2484,1000,"-0.701622,2484"
1157,2874,1000,"0.810033,2874"
1160,14646,1000,"0.996979,14646"
1161,4105,1000,"-0.775036,4105"
1161,18421,1000,"0.969759,18421"
1161,18420,1000,"0.972547,18420"
1161,18419,1000,"0.975202,18419"
1161,18418,1000,"0.977724,18418"
1161,18417,1000,"0.980112,18417"
1161,18416,1000,"0.982366,18416"
1161,18415,1000,"0.984485,18415"
1161,18414,1000,"0.98647,18414"
1161,18413,1000,"0.98832,18413"
1161,18412,1000,"0.990035,18412"
1161,18411,1000,"0.991614,18411"
1161,18410,1000,"0.993058,18410"
1161,18409,1000,"0.994365,18409"
1161,18408,1000,"0.995537,18408"
1161,18407,1000,"0.996573,18407"
1161,18406,1000,"0.997472,18406"
1162,16398,1000,"-0.147648,16398"
1162,16415,1000,"-0.340093,16415"
1163,18500,1000,"0.389682,18500"
1163,17226,1000,"0.396236,17226"
1163,18499,1000,"0.400426,18499"
1163,18497,1000,"0.421748,18497"
1163,18496,1000,"0.432324,18496"
1163,18495,1000,"0.44284,18495"
1163,18494,1000,"0.453296,18494"
1163,18762,1000,"-0.459664,18762"
1163,18493,1000,"0.46369,18493"
1163,18492,1000,"0.47402,18492"
1163,18491,1000,"0.484286,18491"
1163,18490,1000,"0.494485,18490"
1163,18489,1000,"0.504617,18489"
1163,18488,1000,"0.514679,18488"
1163,18487,1000,"0.524672,18487"
1163,23004,1000,"-0.904469,23004"
1164,18458,1000,"0.778017,18458"
1164,18457,1000,"0.785311,18457"
1164,18456,1000,"0.792498,18456"
1164,18455,1000,"0.799577,18455"
1164,18454,1000,"0.806546,18454"
1165,14783,1000,"-0.109047,14783"
1165,14784,1000,"-0.120665,14784"
1165,10218,1000,"0.125346,10218"
1165,14788,1000,"-0.166957,14788"
1165,18486,1000,"0.534592,18486"
1165,18485,1000,"0.544439,18485"
1165,18483,1000,"0.563909,18483"
1165,18482,1000,"0.573529,18482"
1165,18481,1000,"0.583071,18481"
1165,18480,1000,"0.592532,18480"
1165,18479,1000,"0.601913,18479"
1165,18478,1000,"0.611211,18478"
1165,18477,1000,"0.620426,18477"
1165,18475,1000,"0.6386,18475"
1165,18474,1000,"0.647556,18474"
1165,9609,1000,"-0.654705,9609"
1165,18473,1000,"0.656424,18473"
1165,18472,1000,"0.665202,18472"
1165,18471,1000,"0.673889,18471"
1165,18469,1000,"0.690985,18469"
1165,18468,1000,"0.699392,18468"
1165,18467,1000,"0.707703,18467"
1165,6357,1000,"-0.866899,6357"
1165,7343,1000,"-0.871469,7343"
1165,6356,1000,"-0.87267,6356"
1165,9229,1000,"0.902287,9229"
1165,14365,1000,"-0.997748,14365"
1166,18480,1000,"0.592532,18480"
1166,18477,1000,"0.620426,18477"
1166,18475,1000,"0.6386,18475"
1166,18474,1000,"0.647556,18474"
1166,18473,1000,"0.656424,18473"
1166,18472,1000,"0.665202,18472"
1166,18471,1000,"0.673889,18471"
1166,18469,1000,"0.690985,18469"
1166,18468,1000,"0.699392,18468"
1166,18467,1000,"0.707703,18467"
1167,18479,1000,"0.601913,18479"
1167,18478,1000,"0.611211,18478"
1167,18477,1000,"0.620426,18477"
1168,1591,1000,"-0.239421,1591"
1168,2102,1000,"-0.521387,2102"
1168,3426,1000,"0.697134,3426"
1169,12493,1000,"0.999557,12493"
1170,10218,1000,"0.125346,10218"
1170,2977,1000,"-0.25751,2977"
1170,6793,1000,"-0.788745,6793"
1170,9482,1000,"-0.809002,9482"
1170,6530,1000,"0.827365,6530"
1170,13784,1000,"-0.836944,13784"
1170,9763,1000,"0.885393,9763"
1170,14377,1000,"-0.997321,14377"
1171,10218,1000,"0.125346,10218"
1171,2977,1000,"-0.25751,2977"
1171,9482,1000,"-0.809002,9482"
1171,9763,1000,"0.885393,9763"
1171,13794,1000,"-0.89509,13794"
1171,14377,1000,"-0.997321,14377"
1172,13784,1000,"-0.836944,13784"
1172,9763,1000,"0.885393,9763"
1172,14377,1000,"-0.997321,14377"
1173,15876,1000,"-0.320487,15876"
1173,18478,1000,"0.611211,18478"
1173,8247,1000,"0.804783,8247"
1173,13794,1000,"-0.89509,13794"
1174,18478,1000,"0.611211,18478"
1174,6530,1000,"0.827365,6530"
1174,13784,1000,"-0.836944,13784"
1175,,,
1176,18590,1000,"-0.607034,18590"
1176,1940,1000,"-0.643009,1940"
1176,23463,1000,"-0.889651,23463"
1176,13843,1000,"-0.993854,13843"
1176,13842,1000,"-0.995081,13842"
1179,,,
1180,7227,1000,"0.294093,7227"
1180,12925,1000,"0.36151,12925"
1180,10121,1000,"-0.846194,10121"
1180,8462,1000,"-0.999964,8462"
1181,12092,1000,"-0.0521605,12092"
1181,18773,1000,"-0.341925,18773"
1181,12553,1000,"0.744179,12553"
1181,4109,1000,"-0.80374,4109"
1182,18771,1,"-0.363811,18771"
1182,18768,1000,"-0.396263,18768"
1183,18818,1000,"0.176412,18818"
1183,18819,1000,"0.187912,18819"
1183,18820,1000,"0.199386,18820"
1183,18821,1000,"0.210833,18821"
1183,18823,1000,"0.233638,18823"
1183,18824,1000,"0.244994,18824"
1183,18825,1000,"0.256316,18825"
1183,18826,1000,"0.267603,18826"
1183,18827,1000,"0.278854,18827"
1183,18828,1000,"0.290066,18828"
1183,18829,1000,"0.301239,18829"
1183,18830,1000,"0.312371,18830"
1183,18831,1000,"0.323459,18831"
1183,18832,1000,"0.334504,18832"
1183,18833,1000,"0.345503,18833"
1183,18834,1000,"0.356454,18834"
1183,18835,1000,"0.367357,18835"
1183,18836,1000,"0.37821,18836"
1183,18837,1000,"0.38901,18837"
1183,18838,1000,"0.399758,18838"
1183,18839,1000,"0.410451,18839"
1183,18840,1000,"0.421088,18840"
1183,18841,1000,"0.431667,18841"
1183,18842,1000,"0.442187,18842"
1183,18843,1000,"0.452646,18843"
1183,18844,1000,"0.463044,18844"
1183,18845,1000,"0.473379,18845"
1183,18846,1000,"0.483648,18846"
1183,18847,1000,"0.493852,18847"
1183,18848,1000,"0.503988,18848"
1183,18849,1000,"0.514054,18849"
1183,18852,1000,"0.543828,18852"
1183,18853,1000,"0.553606,18853"
1183,15196,1000,"0.974305,15196"
1184,18888,1000,"0.839322,18888"
1184,18889,1000,"0.845623,18889"
1184,18890,1000,"0.851808,18890"
1184,18892,1000,"0.863827,18892"
1185,8035,1000,"-0.26981,8035"
1185,6919,1000,"-0.688324,6919"
1185,14972,1000,"-0.732407,14972"
1185,717,1000,"0.861894,717"
1186,,,
1187,19004,1,"0.709551,19004"
1187,10507,1000,"-0.356134,10507"
1187,19005,1000,"0.701262,19005"
1187,18985,1000,"0.847405,18985"
1187,18984,1000,"0.853557,18984"
1187,18982,1000,"0.865509,18982"
1187,18981,1000,"0.871308,18981"
1187,18980,1000,"0.876988,18980"
1187,18979,1000,"0.882547,18979"
1187,18977,1000,"0.893304,18977"
1187,18976,1000,"0.8985,18976"
1187,18975,1000,"0.903572,18975"
1187,18974,1000,"0.908521,18974"
1187,18973,1000,"0.913346,18973"
1187,18972,1000,"0.918045,18972"
1187,18971,1000,"0.92262,18971"
1187,18970,1000,"0.927068,18970"
1187,13001,1000,"0.951709,13001"
1187,5791,1000,"-0.982882,5791"
1187,12221,1000,"-0.999951,12221"
1188,12095,1000,"-0.0871604,12095"
1188,9915,1000,"0.273004,9915"
1188,18298,1000,"0.369792,18298"
1188,23135,1000,"0.391257,23135"
1188,12123,1000,"-0.402961,12123"
1188,15663,1000,"0.828633,15663"
1188,8767,1000,"0.907274,8767"
1188,14885,1000,"-0.96415,14885"
1188,6602,1000,"0.96997,6602"
1188,24294,1000,"0.983861,24294"
1188,17057,1000,"-0.999999,17057"
1189,10667,1000,"-0.787141,10667"
1189,7708,1000,"0.816938,7708"
1190,19077,1000,"-0.0648759,19077"
1190,19078,1000,"-0.0765423,19078"
1190,8035,1000,"-0.26981,8035"
1190,19044,1000,"0.315549,19044"
1190,19043,1000,"0.326625,19043"
1190,19042,1000,"0.337657,19042"
1190,19118,1000,"-0.517942,19118"
1190,19119,1000,"-0.527911,19119"
1190,19142,1000,"-0.734642,19142"
1190,19143,1000,"-0.742527,19143"
1190,19145,1000,"-0.75799,19145"
1190,19146,1000,"-0.765567,19146"
1190,19147,1000,"-0.773039,19147"
1190,19148,1000,"-0.780405,19148"
1190,19149,1000,"-0.787664,19149"
1190,19150,1000,"-0.794816,19150"
1190,19151,1000,"-0.801859,19151"
1190,19957,1000,"0.803004,19957"
1190,19152,1000,"-0.808792,19152"
1190,19153,1000,"-0.815615,19153"
1190,19154,1000,"-0.822326,19154"
1190,19973,1000,"0.899861,19973"
1190,19974,1000,"0.9049,19974"
1190,19975,1000,"0.909816,19975"
1190,19976,1000,"0.914608,19976"
1190,19466,1000,"0.995216,19466"
1191,,,
1192,19072,1000,"-0.00644323,19072"
1192,19070,1000,"0.0169472,19070"
1192,19069,1000,"0.0286398,19069"
1192,19068,1000,"0.0403284,19068"
1192,19075,1000,"-0.0415183,19075"
1192,19067,1000,"0.0520115,19067"
1192,19066,1000,"0.0636875,19066"
1192,19451,1000,"0.962887,19451"
1192,19452,1000,"0.965978,19452"
1192,19453,1000,"0.968937,19453"
1192,19454,1000,"0.971763,19454"
1193,3223,1000,"-0.00401754,3223"
1193,248,1000,"0.238742,248"
1193,10441,1000,"0.396577,10441"
1193,6215,1000,"-0.418562,6215"
1193,19282,1000,"-0.628063,19282"
1193,19281,1000,"-0.637121,19281"
1193,19280,1000,"-0.646092,19280"
1193,19278,1000,"-0.663767,19278"
1193,19277,1000,"-0.672469,19277"
1193,19276,1000,"-0.681079,19276"
1193,19275,1000,"-0.689596,19275"
1193,19274,1000,"-0.698019,19274"
1193,19272,1000,"-0.714576,19272"
1193,19271,1000,"-0.722709,19271"
1193,19270,1000,"-0.730743,19270"
1193,19269,1000,"-0.738677,19269"
1193,6252,1000,"-0.760836,6252"
1193,3676,1000,"-0.835516,3676"
1193,4660,1000,"-0.888779,4660"
1193,15137,1000,"0.894778,15137"
1193,3607,1000,"-0.974733,3607"
1193,3608,1000,"-0.977278,3608"
1193,1999,1000,"-0.983424,1999"
1193,3634,1000,"-0.995907,3634"
1193,3632,1000,"-0.997749,3632"
1193,3621,1000,"-0.998107,3621"
1193,3631,1000,"-0.998465,3631"
1193,3623,1000,"-0.999273,3623"
1194,2896,1000,"0.634146,2896"
1194,3425,1000,"0.705471,3425"
1194,17023,1000,"-0.922608,17023"
1195,19326,1000,"-0.163713,19326"
1195,19325,1000,"-0.175239,19325"
1195,19324,1000,"-0.186742,19324"
1195,19323,1000,"-0.198219,19323"
1195,19322,1000,"-0.209668,19322"
1195,19321,1000,"-0.221089,19321"
1195,19320,1000,"-0.23248,19320"
1195,19319,1000,"-0.243839,19319"
1195,19318,1000,"-0.255165,19318"
1195,19317,1000,"-0.266456,19317"
1195,19316,1000,"-0.27771,19316"
1195,19315,1000,"-0.288927,19315"
1195,19314,1000,"-0.300103,19314"
1195,19313,1000,"-0.311239,19313"
1195,19312,1000,"-0.322332,19312"
1195,19311,1000,"-0.333381,19311"
1195,19310,1000,"-0.344385,19310"
1195,19309,1000,"-0.355341,19309"
1195,19308,1000,"-0.366249,19308"
1195,19307,1000,"-0.377107,19307"
1195,19306,1000,"-0.387913,19306"
1195,19305,1000,"-0.398666,19305"
1195,19304,1000,"-0.409365,19304"
1195,19303,1000,"-0.420007,19303"
1195,19302,1000,"-0.430592,19302"
1195,19301,1000,"-0.441118,19301"
1195,19300,1000,"-0.451584,19300"
1195,19299,1000,"-0.461988,19299"
1195,19260,1000,"-0.80541,19260"
1195,19259,1000,"-0.812287,19259"
1195,19258,1000,"-0.819053,19258"
1195,19257,1000,"-0.825706,19257"
1195,19256,1000,"-0.832247,19256"
1195,19255,1000,"-0.838674,19255"
1195,19254,1000,"-0.844987,19254"
1195,9230,1000,"0.907267,9230"
1195,19239,1000,"-0.925357,19239"
1195,19238,1000,"-0.929727,19238"
1195,19237,1000,"-0.93397,19237"
1195,19236,1000,"-0.938086,19236"
1195,19235,1000,"-0.942073,19235"
1195,19234,1000,"-0.945931,19234"
1195,19233,1000,"-0.94966,19233"
1195,19232,1000,"-0.953259,19232"
1195,19231,1000,"-0.956728,19231"
1195,19183,1000,"-0.964795,19183"
1195,19184,1000,"-0.967804,19184"
1195,19185,1000,"-0.970682,19185"
1195,19186,1000,"-0.973427,19186"
1195,19187,1000,"-0.976038,19187"
1195,19188,1000,"-0.978517,19188"
1195,19189,1000,"-0.980861,19189"
1195,19190,1000,"-0.983071,19190"
1195,19191,1000,"-0.985147,19191"
1195,19192,1000,"-0.987088,19192"
1195,19193,1000,"-0.988893,19193"
1195,19194,1000,"-0.990564,19194"
1195,19195,1000,"-0.992099,19195"
1195,19196,1000,"-0.993499,19196"
1195,19197,1000,"-0.994762,19197"
1195,19198,1000,"-0.99589,19198"
1195,19199,1000,"-0.996881,19199"
1195,19200,1000,"-0.997736,19200"
1195,19201,1000,"-0.998454,19201"
1195,19202,1000,"-0.999036,19202"
1195,19203,1000,"-0.999481,19203"
1195,19204,1000,"-0.999789,19204"
1195,19205,1000,"-0.999961,19205"
1196,19191,1000,"-0.985147,19191"
1196,19192,1000,"-0.987088,19192"
1196,19193,1000,"-0.988893,19193"
1196,19194,1000,"-0.990564,19194"
1196,19195,1000,"-0.992099,19195"
1197,19201,1000,"-0.998454,19201"
1197,19202,1000,"-0.999036,19202"
1197,19203,1000,"-0.999481,19203"
1198,1073,1000,"-0.0169326,1073"
1198,17481,1000,"-0.245672,17481"
1198,11083,1000,"-0.729533,11083"
1198,14307,1000,"-0.734763,14307"
1198,15237,1000,"0.760508,15237"
1198,19232,1000,"-0.953259,19232"
1199,19254,1000,"-0.844987,19254"
1199,19236,1000,"-0.938086,19236"
1200,19239,1000,"-0.925357,19239"
1201,,,
1202,2448,1000,"-0.349117,2448"
1202,2193,1000,"0.493256,2193"
1203,1149,1000,"0.765576,1149"
1203,6609,1000,"0.94683,6609"
1203,15465,1000,"-0.973273,15465"
1203,13831,1000,"-0.999567,13831"
1204,19258,1000,"-0.819053,19258"
1205,6696,1,"0.223802,6696"
1205,19324,1000,"-0.186742,19324"
1205,21108,1000,"0.967195,21108"
1205,21107,1000,"0.9701,21107"
1206,19355,1000,"0.173833,19355"
1206,19356,1000,"0.185339,19356"
1206,19357,1000,"0.196819,19357"
1206,19358,1000,"0.208272,19358"
1206,19359,1000,"0.219697,19359"
1206,19360,1000,"0.231091,19360"
1206,19361,1000,"0.242454,19361"
1206,19362,1000,"0.253784,19362"
1206,246,1000,"0.26139,246"
1206,19363,1000,"0.265079,19363"
1206,19364,1000,"0.276338,19364"
1206,19365,1000,"0.287559,19365"
1206,19366,1000,"0.298741,19366"
1206,19367,1000,"0.309882,19367"
1206,19368,1000,"0.32098,19368"
1206,19369,1000,"0.332035,19369"
1206,19370,1000,"0.343044,19370"
1206,19406,1000,"0.696996,19406"
1206,19407,1000,"0.705334,19407"
1206,19408,1000,"0.713577,19408"
1206,19409,1000,"0.721722,19409"
1206,19410,1000,"0.729767,19410"
1206,19412,1000,"0.745559,19412"
1206,19413,1000,"0.753302,19413"
1206,19414,1000,"0.760942,19414"
1206,19415,1000,"0.768479,19415"
1206,19417,1000,"0.783235,19417"
1206,19418,1000,"0.790452,19418"
1207,5687,1,"-0.513914,5687"
1207,5996,1,"0.84795,5996"
1207,5094,1000,"0.112359,5094"
1207,5618,1000,"0.264089,5618"
1207,781,1000,"0.286404,781"
1207,3786,1000,"0.293084,3786"
1207,5130,1000,"-0.303579,5130"
1207,5675,1000,"-0.388859,5675"
1207,5964,1000,"0.595465,5964"
1207,5577,1000,"0.67928,5577"
1207,5563,1000,"0.789823,5563"
1207,5558,1000,"0.824319,5558"
1207,5730,1000,"-0.863745,5730"
1207,5804,1000,"-0.94364,5804"
1207,4996,1000,"0.951714,4996"
1207,5264,1000,"-0.953886,5264"
1207,9250,1000,"0.980038,9250"
1207,4953,1000,"0.981836,4953"
1207,5775,1000,"-0.999998,5775"
1208,,,
1209,8248,1000,"0.797786,8248"
1210,8248,1000,"0.797786,8248"
1211,9460,1000,"-0.632788,9460"
1212,8248,1000,"0.797786,8248"
1213,867,1000,"-0.655885,867"
1213,14955,1000,"-0.852462,14955"
1213,717,1000,"0.861894,717"
1213,2017,1000,"-0.999603,2017"
1214,867,1000,"-0.655885,867"
1214,14955,1000,"-0.852462,14955"
1214,717,1000,"0.861894,717"
1214,2017,1000,"-0.999603,2017"
1215,867,1000,"-0.655885,867"
1215,14955,1000,"-0.852462,14955"
1215,717,1000,"0.861894,717"
1215,2017,1000,"-0.999603,2017"
1216,9460,1000,"-0.632788,9460"
1216,8449,1000,"-0.989709,8449"
1217,9460,1000,"-0.632788,9460"
1218,8449,1000,"-0.989709,8449"
1219,8248,1000,"0.797786,8248"
1220,13513,1,"0.821334,13513"
1220,9490,1,"-0.860382,9490"
1220,11176,1,"-0.944562,11176"
1220,9460,1000,"-0.632788,9460"
1220,3417,1000,"0.768602,3417"
1220,9482,1000,"-0.809002,9482"
1220,15140,1000,"0.90989,15140"
1221,19432,1000,"0.879726,19432"
1221,19433,1000,"0.885227,19433"
1221,19434,1000,"0.890607,19434"
1221,19435,1000,"0.895865,19435"
1221,19436,1000,"0.901,19436"
1221,19437,1000,"0.906012,19437"
1221,19438,1000,"0.9109,19438"
1221,19439,1000,"0.915664,19439"
1221,19440,1000,"0.920302,19440"
1221,19441,1000,"0.924814,19441"
1222,11176,1000,"-0.944562,11176"
1223,11176,1000,"-0.944562,11176"
1224,13513,1000,"0.821334,13513"
1225,13513,1000,"0.821334,13513"
1226,13513,1000,"0.821334,13513"
1227,13513,1000,"0.821334,13513"
1228,13513,1000,"0.821334,13513"
1229,13513,1000,"0.821334,13513"
1230,14814,1000,"-0.454516,14814"
1230,13513,1000,"0.821334,13513"
1231,13513,1000,"0.821334,13513"
1232,19519,1,"0.866818,19519"
1232,19520,1000,"0.860927,19520"
1232,19518,1000,"0.87259,19518"
1232,19517,1000,"0.878243,19517"
1232,19516,1000,"0.883776,19516"
1232,19515,1000,"0.889188,19515"
1232,19514,1000,"0.894478,19514"
1232,19513,1000,"0.899646,19513"
1232,19512,1000,"0.904691,19512"
1232,19511,1000,"0.909612,19511"
1232,19510,1000,"0.914409,19510"
1232,19509,1000,"0.919081,19509"
1232,19508,1000,"0.923627,19508"
1232,19507,1000,"0.928046,19507"
1232,19506,1000,"0.932339,19506"
1232,19505,1000,"0.936504,19505"
1232,19504,1000,"0.940541,19504"
1232,19501,1000,"0.951878,19501"
1232,19500,1000,"0.955397,19500"
1232,19499,1000,"0.958786,19499"
1232,19497,1000,"0.965169,19497"
1232,19496,1000,"0.968163,19496"
1232,19495,1000,"0.971024,19495"
1232,19494,1000,"0.973753,19494"
1232,19493,1000,"0.976348,19493"
1232,19492,1000,"0.97881,19492"
1232,19490,1000,"0.983332,19490"
1232,19489,1000,"0.985391,19489"
1232,19488,1000,"0.987315,19488"
1232,19487,1000,"0.989105,19487"
1232,19486,1000,"0.990759,19486"
1232,19485,1000,"0.992277,19485"
1232,19484,1000,"0.99366,19484"
1232,19483,1000,"0.994907,19483"
1232,19482,1000,"0.996018,19482"
1232,19481,1000,"0.996992,19481"
1232,19480,1000,"0.997831,19480"
1232,19479,1000,"0.998532,19479"
1233,1328,1000,"0.175225,1328"
1234,,,
1235,,,
1236,1077,1000,"0.0298448,1077"
1236,18102,1000,"-0.941828,18102"
1237,19563,1000,"0.509132,19563"
1241,717,1000,"0.861894,717"
1242,717,1000,"0.861894,717"
1243,19606,1000,"0.0312575,19606"
1243,19605,1000,"0.042945,19605"
1243,19604,1000,"0.0546267,19604"
1243,19603,1000,"0.0663009,19603"
1243,19602,1000,"0.077966,19602"
1243,19601,1000,"0.0896204,19601"
1243,19600,1000,"0.101263,19600"
1243,19599,1000,"0.112891,19599"
1243,19598,1000,"0.124504,19598"
1243,19597,1000,"0.1361,19597"
1243,19596,1000,"0.147677,19596"
1243,19595,1000,"0.159234,19595"
1244,18283,1000,"0.201951,18283"
1244,19044,1000,"0.315549,19044"
1244,208,1000,"0.650997,208"
1244,19955,1000,"0.788845,19955"
1244,19956,1000,"0.795979,19956"
1244,19958,1000,"0.80992,19958"
1244,19959,1000,"0.816724,19959"
1244,15436,1000,"-0.994232,15436"
1245,19989,1,"0.965298,19989"
1245,6701,1000,"0.166457,6701"
1245,9229,1000,"0.902287,9229"
1245,19979,1000,"0.928229,19979"
1245,19980,1000,"0.932516,19980"
1245,19981,1000,"0.936676,19981"
1245,19982,1000,"0.940708,19982"
1245,19983,1000,"0.944611,19983"
1245,19984,1000,"0.948384,19984"
1245,19985,1000,"0.952028,19985"
1245,19986,1000,"0.955542,19986"
1245,19987,1000,"0.958925,19987"
1245,19988,1000,"0.962177,19988"
1245,19990,1000,"0.968286,19990"
1245,19991,1000,"0.971142,19991"
1245,13854,1000,"-0.971439,13854"
1245,19992,1000,"0.973865,19992"
1245,19993,1000,"0.976454,19993"
1245,19994,1000,"0.978911,19994"
1245,19995,1000,"0.981233,19995"
